Id,Label,Count
范闲,范闲,25394
五竹,五竹,1424
若若,若若,980
费介,费介,518
言若海,言若海,164
陈萍萍,陈萍萍,2010
范建,范建,656
范思辙,范思辙,553
林若甫,林若甫,222
长公主,长公主,1531
二皇子,二皇子,962
王启年,王启年,727
叶灵儿,叶灵儿,498
李弘成,李弘成,437
理理,理理,492
林婉儿,林婉儿,808
李承乾,李承乾,95
肖恩,肖恩,827
燕小乙,燕小乙,483
朱格,朱格,22
上杉虎,上杉虎,279
高达,高达,500
朵朵,朵朵,162
沈重,沈重,123
豆豆,豆豆,15
庆帝,庆帝,550
