Source,Target,Weight
白振,余鱼同,2
白振,霍青桐,3
白振,关明梅,11
白振,马敬侠,6
白振,天镜,8
白振,成璜,1
玉如意,陈家洛,24
玉如意,李可秀,8
玉如意,卫春华,2
玉如意,李沅芷,1
玉如意,白振,8
玉如意,褚圆,2
玉如意,赵半山,2
玉如意,和珅,10
玉如意,沈德潜,2
玉如意,袁枚,1
玉如意,郑板桥,3
玉如意,福康安,1
玉如意,文泰来,1
玉如意,丁典,1
范中恩,心砚,33
范中恩,袁士霄,3
范中恩,蒋四根,7
范中恩,龙骏,6
范中恩,陈家洛,20
范中恩,李可秀,3
范中恩,褚圆,3
范中恩,文泰来,3
范中恩,朱祖荫,5
范中恩,瑞大林,2
范中恩,曾图南,2
范中恩,赵半山,1
范中恩,马大挺,4
龙骏,蒋四根,4
龙骏,范中恩,6
龙骏,心砚,17
龙骏,陈家洛,20
龙骏,白振,2
龙骏,杨成协,1
龙骏,骆冰,10
龙骏,赵半山,32
龙骏,褚圆,1
龙骏,徐天宏,17
龙骏,李可秀,3
龙骏,陆菲青,1
褚圆,龙骏,1
褚圆,无尘道人,4
褚圆,白振,18
褚圆,赵半山,2
褚圆,徐天宏,2
褚圆,骆冰,2
褚圆,玉如意,2
褚圆,陈家洛,4
褚圆,李可秀,6
褚圆,范中恩,3
褚圆,文泰来,3
褚圆,朱祖荫,1
褚圆,瑞大林,5
瑞芳,陈家洛,32
瑞芳,晴画,12
晴画,陈家洛,59
晴画,瑞芳,12
晴画,明月,4
明月,晴画,4
明月,陈家洛,6
明月,石破天,3
明月,白万剑,3
明月,石清,1
明月,张无忌,24
明月,灭绝师太,1
明月,空闻神僧,1
明月,俞岱岩,22
明月,张三丰,9
明月,韦一笑,1
明月,说不得,1
明月,周芷若,3
明月,无忌哥哥,1
明月,芷若,3
明月,朱丹臣,1
明月,虚竹,1
明月,段誉,1
明月,王姑娘,1
明月,段公子,1
明月,洪七公,5
明月,洪帮主,1
明月,成吉思汗,2
明月,郭靖,1
明月,黄蓉,5
明月,梅超风,1
明月,龙德邻,2
明月,袁承志,2
明月,姑姑,2
明月,小龙女,1
明月,杨过,1
明月,龙儿,1
明月,郭襄,1
明月,宝象,1
明月,胡斐,2
明月,吕留良,5
明月,黄宗羲,2
明月,顾炎武,2
明月,皇太后,1
明月,冯难敌,1
农夫,徐天宏,3
农夫,樵子,16
农夫,周绮,1
农夫,陈家洛,3
农夫,张翠山,1
农夫,恶贼,1
农夫,都大锦,1
农夫,赵敏,2
农夫,张无忌,1
农夫,乔峰,3
农夫,农妇,1
农夫,萧峰,17
农夫,耶律洪基,1
农夫,黄蓉,48
农夫,渔人,26
农夫,一灯大师,19
农夫,瑛姑,27
农夫,段皇爷,3
农夫,郭靖,19
农夫,蓉儿,2
农夫,裘千仞,2
农夫,裘千丈,1
农夫,欧阳公子,6
农夫,洪七公,1
农夫,黄老邪,2
农夫,杨鹏举,12
农夫,张朝唐,15
农夫,老王,3
农夫,张康,1
农夫,朱安国,1
农夫,袁承志,5
农夫,武三通,2
农夫,武三娘,1
农夫,李莫愁,1
农夫,朱子柳,1
农夫,岳不群,1
农夫,狄云,2
农夫,胡斐,1
樵子,徐天宏,3
樵子,农夫,16
樵子,周绮,1
樵子,纪晓芙,1
樵子,张无忌,1
樵子,一灯大师,9
樵子,郭靖,14
樵子,渔人,24
樵子,黄蓉,19
樵子,瑛姑,7
樵子,裘千仞,2
樵子,裘千丈,1
樵子,蓉儿,2
樵子,段皇爷,4
樵子,南希仁,8
樵子,江南七怪,1
樵子,韩宝驹,2
樵子,梅超风,1
樵子,柯镇恶,2
樵子,柯大侠,2
樵子,完颜洪烈,1
樵子,朱聪,1
樵子,张阿生,3
汪浩天,马敬侠,8
汪浩天,王维扬,8
汪浩天,福康安,2
汪浩天,马大挺,1
马敬侠,汪浩天,8
马敬侠,王维扬,24
马敬侠,福康安,4
马敬侠,白振,6
马敬侠,陈正德,11
马敬侠,关明梅,1
马敬侠,霍青桐,1
马敬侠,赵半山,1
马敬侠,文泰来,1
马敬侠,徐天宏,1
马敬侠,心砚,1
马敬侠,瑞大林,1
马敬侠,成璜,1
福康安,马敬侠,4
福康安,王维扬,23
福康安,汪浩天,2
福康安,徐天宏,12
福康安,周绮,3
福康安,安健刚,1
福康安,马善均,2
福康安,陈家洛,23
福康安,常赫志,3
福康安,孟健雄,1
福康安,韩文冲,1
福康安,赵半山,15
福康安,骆冰,2
福康安,常伯志,3
福康安,和珅,1
福康安,玉如意,1
福康安,白振,13
福康安,李可秀,5
福康安,皇太后,1
福康安,瑞大林,4
福康安,呼音克,2
福康安,文泰来,22
福康安,陈正德,1
福康安,关明梅,1
福康安,周仲英,2
福康安,章进,1
福康安,杨成协,1
福康安,卫春华,1
福康安,无尘道人,1
福康安,乾隆皇帝,6
福康安,马春花,41
福康安,王剑英,10
福康安,胡斐,108
福康安,秦耐之,1
福康安,商宝震,2
福康安,徐铮,6
福康安,袁紫衣,9
福康安,无尘道长,2
福康安,胡大哥,3
福康安,聂钺,2
福康安,兆惠,1
福康安,程灵素,33
福康安,姬晓峰,6
福康安,蔡威,2
福康安,汪铁鹗,11
福康安,张九,1
福康安,任通武,3
福康安,相国夫人,6
福康安,倪不大,15
福康安,倪不小,15
福康安,海兰弼,7
福康安,汤沛,36
福康安,大智禅师,3
福康安,无青子,3
福康安,文醉翁,1
福康安,安提督,20
福康安,王剑杰,2
福康安,上官铁生,4
福康安,桑飞虹,8
福康安,曾铁鸥,6
福康安,刘之余,10
福康安,石双英,3
福康安,西灵道人,1
福康安,黄希节,1
福康安,欧阳公政,1
福康安,田归农,8
福康安,李廷豹,1
福康安,木文察,2
福康安,心砚,7
福康安,石万嗔,11
福康安,恶贼,6
福康安,陆菲青,9
福康安,德布,2
福康安,张召重,2
凯别兴,陈家洛,19
凯别兴,徐天宏,3
凯别兴,木卓伦,3
凯别兴,喀丝丽,3
凯别兴,周绮,6
凯别兴,霍青桐,6
凯别兴,马善均,3
凯别兴,李可秀,3
凯别兴,孟健雄,5
宋五,郭襄,6
宋五,郭芙,2
宋五,杨过,1
宋五,王惟忠,1
宋五,陈大方,1
宋五,丁大全,1
宋五,西山一窟鬼,2
皇太后,文泰来,7
皇太后,福康安,1
皇太后,迟玄,3
皇太后,心砚,2
皇太后,骆冰,1
皇太后,瑞婆婆,1
皇太后,童姥,1
皇太后,司空玄,1
皇太后,耶律洪基,16
皇太后,耶律莫哥,3
皇太后,萧峰,7
皇太后,室里,2
皇太后,阿紫,2
皇太后,韦小宝,168
皇太后,鳌拜,34
皇太后,太皇太后,4
皇太后,小桂子,13
皇太后,杰书,1
皇太后,小玄子,2
皇太后,海大富,38
皇太后,索额图,11
皇太后,桂公公,12
皇太后,蕊初,4
皇太后,陈近南,2
皇太后,多隆,2
皇太后,柳大洪,4
皇太后,关安基,4
皇太后,行痴,38
皇太后,吴三桂,6
皇太后,胖头陀,5
皇太后,白寒枫,2
皇太后,陶红英,5
皇太后,章老三,1
皇太后,柳燕,1
皇太后,明月,1
皇太后,建宁公主,7
皇太后,苏菲亚,20
皇太后,彼得,6
皇太后,高里津,1
皇太后,瘦头陀,1
王剑英,王维扬,17
王剑英,韩文冲,4
王剑英,张召重,2
王剑英,王剑杰,45
王剑英,老王,1
王剑英,马春花,3
王剑英,商宝震,11
王剑英,商老太,40
王剑英,陈禹,22
王剑英,殷仲翔,13
王剑英,胡一刀,7
王剑英,马行空,11
王剑英,胡斐,87
王剑英,赵半山,73
王剑英,阎基,5
王剑英,孙刚峰,5
王剑英,徐铮,1
王剑英,吕小妹,1
王剑英,乾隆皇帝,1
王剑英,福康安,10
王剑英,袁紫衣,29
王剑英,胡大哥,3
王剑英,秦耐之,4
王剑英,曾铁鸥,2
王剑英,汪铁鹗,6
王剑英,褚轰,3
王剑英,张九,1
王剑英,安提督,1
王剑英,汤沛,7
王剑英,海兰弼,1
王剑杰,王维扬,9
王剑杰,韩文冲,4
王剑杰,张召重,3
王剑杰,王剑英,45
王剑杰,老王,1
王剑杰,商老太,12
王剑杰,胡斐,79
王剑杰,胡一刀,7
王剑杰,平阿四,1
王剑杰,陈禹,2
王剑杰,殷仲翔,8
王剑杰,马行空,1
王剑杰,商宝震,12
王剑杰,赵半山,27
王剑杰,徐铮,1
王剑杰,袁紫衣,16
王剑杰,胡大哥,2
王剑杰,秦耐之,3
王剑杰,曾铁鸥,3
王剑杰,汪铁鹗,6
王剑杰,褚轰,2
王剑杰,张九,1
王剑杰,福康安,2
王剑杰,安提督,1
和珅,白振,8
和珅,玉如意,10
和珅,袁枚,4
和珅,李可秀,4
和珅,福康安,1
明珠,高三娘子,1
明珠,丁珰,1
明珠,张无忌,1
明珠,赵敏,1
明珠,木婉清,1
明珠,段誉,2
明珠,大轮明王,2
明珠,成吉思汗,13
明珠,袁承志,2
明珠,温正,1
明珠,武修文,4
明珠,郭芙,1
明珠,杨过,2
明珠,忽必烈,2
明珠,潇湘子,1
明珠,尼摩星,1
明珠,马光佐,1
明珠,尹克西,1
明珠,余沧海,1
明珠,仪琳,1
明珠,琴儿,2
明珠,熊元献,1
明珠,陶百岁,1
明珠,刘元鹤,1
明珠,盖一鸣,6
明珠,萧半和,2
明珠,逍遥子,2
明珠,鳌拜,2
明珠,索额图,5
明珠,韦小宝,45
明珠,杨溢之,1
明珠,吴应熊,3
明珠,瑞栋,1
明珠,方怡,4
明珠,沐剑屏,2
明珠,双儿,14
明珠,庄夫人,4
明珠,心溪,2
明珠,皇甫阁,1
明珠,陈圆圆,1
明珠,吴三桂,3
明珠,巴泰,1
明珠,图海道,1
明珠,韦爵爷,3
明珠,上官,1
明珠,赵良栋,6
明珠,杰书,2
明珠,杜立德,1
明珠,冯锡范,2
袁枚,和珅,4
袁枚,沈德潜,7
袁枚,郑板桥,2
袁枚,玉如意,1
袁枚,相国夫人,1
沈德潜,袁枚,7
沈德潜,郑板桥,3
沈德潜,玉如意,2
郑板桥,沈德潜,3
郑板桥,袁枚,2
郑板桥,玉如意,3
张安官,徐天宏,1
成吉思汗,皇太极,1
成吉思汗,李志常,3
成吉思汗,耶律楚材,25
成吉思汗,铁木真,11
成吉思汗,博尔术,8
成吉思汗,术赤,83
成吉思汗,察合台,55
成吉思汗,窝阔台,40
成吉思汗,拖雷,67
成吉思汗,赤老温,8
成吉思汗,忽必烈,35
成吉思汗,郭靖,145
成吉思汗,阿里,2
成吉思汗,蒙哥,6
成吉思汗,黄蓉,13
成吉思汗,札木合,12
成吉思汗,明珠,13
成吉思汗,完颜洪烈,35
成吉思汗,洪七公,1
成吉思汗,裘千仞,2
成吉思汗,鲁有脚,2
成吉思汗,李萍,6
成吉思汗,华筝,15
成吉思汗,博尔忽,2
成吉思汗,莫大,2
成吉思汗,桑昆,2
成吉思汗,明月,2
成吉思汗,柯镇恶,1
成吉思汗,黄药师,1
成吉思汗,杨康,2
成吉思汗,杨铁心,2
成吉思汗,韩小莹,2
成吉思汗,王罕,3
成吉思汗,者勒米,1
成吉思汗,霍都王子,2
成吉思汗,霍都,1
成吉思汗,杨过,8
成吉思汗,耶律晋,3
成吉思汗,耶律齐,1
成吉思汗,耶律燕,1
成吉思汗,金轮法王,1
成吉思汗,潇湘子,1
成吉思汗,尹克西,1
成吉思汗,尹志平,10
成吉思汗,萨多,4
成吉思汗,小龙女,1
成吉思汗,赵志敬,4
成吉思汗,王志坦,1
成吉思汗,祁志诚,1
成吉思汗,周伯通,1
成吉思汗,索额图,6
成吉思汗,费要多罗,10
成吉思汗,韦小宝,9
成吉思汗,教士,8
成吉思汗,双儿,1
皇太极,成吉思汗,1
皇太极,孙仲寿,4
皇太极,袁承志,84
皇太极,应松,2
皇太极,多尔衮,14
皇太极,洪胜海,4
皇太极,宁完我,10
皇太极,水鉴,2
皇太极,曹化淳,1
皇太极,范文程,12
皇太极,鲍承先,24
皇太极,玉真子,3
皇太极,祖大寿,41
皇太极,穆人清,2
皇太极,李自成,1
皇太极,朱元璋,1
皇太极,乾隆皇帝,1
皇太极,韦小宝,4
皇太极,杰书,2
顾金标,哈合台,153
顾金标,焦文期,6
顾金标,韩文冲,7
顾金标,余鱼同,103
顾金标,言伯乾,69
顾金标,彭三春,34
顾金标,宋天保,10
顾金标,覃天丞,10
顾金标,恶贼,2
顾金标,李沅芷,11
顾金标,陆菲青,5
顾金标,霍青桐,114
顾金标,文泰来,43
顾金标,陈正德,29
顾金标,袁士霄,7
顾金标,陈家洛,90
顾金标,张召重,69
顾金标,渡劫,2
顾金标,徐天宏,4
顾金标,关明梅,3
顾金标,章进,2
顾金标,心砚,2
顾金标,卫春华,1
哈合台,顾金标,153
哈合台,焦文期,3
哈合台,韩文冲,21
哈合台,余鱼同,95
哈合台,言伯乾,52
哈合台,彭三春,21
哈合台,宋天保,4
哈合台,覃天丞,1
哈合台,王维扬,5
哈合台,张召重,50
哈合台,霍青桐,74
哈合台,李沅芷,9
哈合台,文泰来,36
哈合台,陈正德,27
哈合台,袁士霄,16
哈合台,陈家洛,33
哈合台,渡劫,1
哈合台,关明梅,15
哈合台,徐天宏,5
哈合台,卫春华,1
哈合台,陆菲青,17
哈合台,恶贼,1
哈合台,马真,1
哈合台,章进,3
哈合台,心砚,1
哈合台,骆冰,2
彭三春,言伯乾,53
彭三春,顾金标,34
彭三春,余鱼同,63
彭三春,哈合台,21
彭三春,宋天保,25
彭三春,覃天丞,19
彭三春,恶贼,3
彭三春,李沅芷,1
彭三春,韩文冲,3
彭三春,王维扬,2
彭三春,张召重,1
彭三春,文泰来,28
宋天保,余鱼同,66
宋天保,顾金标,10
宋天保,彭三春,25
宋天保,言伯乾,34
宋天保,覃天丞,15
宋天保,哈合台,4
宋天保,李沅芷,1
宋天保,文泰来,3
覃天丞,余鱼同,35
覃天丞,顾金标,10
覃天丞,彭三春,19
覃天丞,言伯乾,10
覃天丞,宋天保,15
覃天丞,哈合台,1
覃天丞,文泰来,8
上官毅山,余鱼同,5
上官毅山,徐天宏,26
上官毅山,周仲英,1
上官毅山,陈家洛,15
上官毅山,文泰来,10
上官毅山,孙大善,14
上官毅山,骆冰,5
上官毅山,章进,1
上官毅山,心砚,2
上官毅山,兆惠,1
孙大善,文泰来,4
孙大善,上官毅山,14
孙大善,余鱼同,5
孙大善,陈家洛,4
孙大善,李沅芷,1
忽伦大虎,忽伦二虎,1
忽伦大虎,忽伦三虎,1
忽伦大虎,忽伦四虎,2
忽伦大虎,兆惠,1
忽伦大虎,陈家洛,37
忽伦大虎,霍青桐,7
忽伦大虎,木卓伦,1
忽伦二虎,忽伦大虎,1
忽伦二虎,忽伦三虎,1
忽伦二虎,忽伦四虎,2
忽伦二虎,兆惠,2
忽伦二虎,张召重,2
忽伦二虎,陈家洛,1
忽伦三虎,忽伦大虎,1
忽伦三虎,忽伦二虎,1
忽伦三虎,忽伦四虎,2
忽伦三虎,兆惠,1
忽伦四虎,忽伦大虎,2
忽伦四虎,忽伦二虎,2
忽伦四虎,忽伦三虎,2
忽伦四虎,兆惠,2
忽伦四虎,陈家洛,2
忽伦四虎,木卓伦,3
和尔大,霍青桐,5
和尔大,陈家洛,3
和尔大,兆惠,26
和尔大,德鄂,1
和尔大,张召重,11
和尔大,文泰来,1
和尔大,木卓伦,1
德鄂,兆惠,5
德鄂,张召重,1
德鄂,和尔大,1
渡劫,陈家洛,3
渡劫,顾金标,2
渡劫,哈合台,1
渡劫,班淑娴,2
渡劫,何太冲,1
渡劫,高老者,5
渡劫,张无忌,80
渡劫,金花婆婆,3
渡劫,张教主,2
渡劫,渡厄,62
渡劫,渡难,37
渡劫,阳顶天,1
渡劫,空见,2
渡劫,空性,5
渡劫,赵敏,6
渡劫,阳教主,1
渡劫,谢逊,11
渡劫,成昆,1
渡劫,杨逍,7
渡劫,殷天正,9
渡劫,空闻,5
渡劫,空智,5
渡劫,范遥,5
渡劫,韦一笑,4
渡劫,杨左使,1
渡劫,灭绝师太,1
渡劫,周芷若,9
渡劫,殷梨亭,1
渡劫,芷若,3
渡劫,左子穆,3
渡劫,龚光杰,3
渡劫,仪琳,2
渡劫,仪和,2
渡劫,郑萼,1
渡劫,岳姑娘,1
渡劫,花铁干,3
渡劫,狄云,1
渡劫,水笙,1
阿里,霍青桐,8
阿里,陈家洛,20
阿里,桑拉巴,35
阿里,喀丝丽,2
阿里,拖雷,2
阿里,蒙哥,3
阿里,忽必烈,12
阿里,成吉思汗,2
桑拉巴,陈家洛,5
桑拉巴,阿里,35
桑拉巴,霍青桐,9
童子,胡老爷,12
童子,周绮,3
童子,西门观止,1
童子,张无忌,1
童子,灭绝师太,1
童子,赵敏,1
童子,杨逍,3
童子,张教主,1
童子,周芷若,1
童子,黄蓉,10
童子,郭靖,10
童子,周伯通,1
童子,黄老邪,1
童子,简管家,12
童子,完颜洪烈,5
童子,小王爷,2
童子,梁子翁,11
童子,彭连虎,3
童子,袁承志,29
童子,单铁生,24
童子,何铁手,1
童子,温方达,5
童子,温方山,6
童子,杨过,1
童子,潇湘子,1
童子,向问天,2
童子,令狐冲,6
童子,秃笔翁,1
童子,田青文,1
童子,商老太,1
童子,胡斐,2
童子,田归农,2
童子,卓天雄,1
童子,萧半和,2
童子,韦小宝,5
童子,双儿,4
童子,吴三桂,1
童子,建宁公主,1
胡老爷,童子,12
胡老爷,周绮,2
胡老爷,徐天宏,4
胡老爷,袁士霄,1
周阿三,章进,9
周阿三,周绮,9
周阿三,徐天宏,7
周阿三,陈家洛,5
周阿三,心砚,5
周阿三,骆冰,1
周阿三,卫春华,1
周阿三,余鱼同,1
周阿三,李沅芷,1
周阿三,说不得,1
方有德,周绮,9
方有德,骆冰,4
方有德,李沅芷,4
方有德,余鱼同,4
方有德,徐天宏,9
方有德,老不死,1
方有德,卫春华,1
方有德,章进,3
方有德,心砚,1
方有德,陈家洛,35
方有德,成璜,3
方有德,瑞大林,5
方有德,霍青桐,7
方有德,天镜,2
方有德,陆菲青,2
方有德,周仲英,2
方有德,文泰来,2
方有德,赵半山,6
方有德,常伯志,4
老不死,余鱼同,1
老不死,骆冰,1
老不死,李沅芷,1
老不死,方有德,1
老不死,周绮,1
老不死,卫春华,1
老不死,章进,1
老不死,心砚,1
老不死,徐天宏,2
老不死,陈家洛,3
老不死,耿万钟,1
老不死,白自在,2
老不死,史小翠,1
老不死,赵敏,1
老不死,赵钱孙,1
老不死,谭公,1
老不死,令狐冲,7
老不死,桃枝仙,5
老不死,桃实仙,7
老不死,祖千秋,1
老不死,平一指,1
老不死,万圭,1
老不死,万震山,1
老不死,梅念笙,1
老不死,白寒枫,1
老不死,卢一峰,1
老不死,韦小宝,3
老不死,吴三桂,1
老不死,双儿,1
老不死,张妈,2
元悲,元痛,13
元悲,文泰来,21
元悲,元伤,11
元悲,周仲英,2
元悲,章进,1
元悲,大苦,1
元悲,大癫,1
元悲,大痴,1
元痛,元悲,13
元痛,于万亭,2
元痛,文泰来,26
元痛,元伤,12
元痛,周仲英,2
元痛,章进,1
元痛,大苦,1
元痛,大癫,1
元痛,大痴,1
元伤,文泰来,22
元伤,元痛,12
元伤,元悲,11
元伤,周仲英,2
元伤,章进,1
元伤,大苦,1
元伤,大癫,1
元伤,大痴,1
大痴,文泰来,5
大痴,成璜,2
大痴,瑞大林,3
大痴,大苦,5
大痴,天虹禅师,1
大痴,大癫,4
大痴,陆菲青,1
大痴,陈家洛,27
大痴,天镜,1
大痴,周仲英,2
大痴,章进,1
大痴,元痛,1
大痴,元悲,1
大痴,元伤,1
大痴,赵半山,1
大痴,袁承志,1
天虹禅师,周仲英,8
天虹禅师,孟健雄,2
天虹禅师,安健刚,2
天虹禅师,周大奶奶,2
天虹禅师,文泰来,4
天虹禅师,大苦,4
天虹禅师,成璜,1
天虹禅师,瑞大林,1
天虹禅师,大癫,1
天虹禅师,大痴,1
天虹禅师,陆菲青,1
天虹禅师,天镜,2
天虹禅师,陈家洛,5
大苦,文泰来,7
大苦,成璜,3
大苦,瑞大林,3
大苦,天虹禅师,4
大苦,大癫,5
大苦,大痴,5
大苦,陆菲青,3
大苦,陈家洛,18
大苦,周仲英,5
大苦,章进,1
大苦,元痛,1
大苦,元悲,1
大苦,元伤,1
大苦,赵半山,1
大苦,乔峰,1
大苦,李秋水,2
大苦,童姥,4
大苦,虚竹,1
大苦,乌老大,1
大苦,黄药师,2
大苦,梅超风,1
大苦,李莫愁,3
大苦,小龙女,1
大苦,杨过,2
大苦,尹克西,1
大苦,觉远,2
大苦,韦小宝,1
大苦,杨溢之,1
大苦,吴三桂,2
大癫,文泰来,3
大癫,大苦,5
大癫,成璜,1
大癫,瑞大林,1
大癫,天虹禅师,1
大癫,大痴,4
大癫,陆菲青,1
大癫,陈家洛,18
大癫,蒋四根,1
大癫,天镜,1
大癫,周仲英,2
大癫,章进,1
大癫,元痛,1
大癫,元悲,1
大癫,元伤,1
大癫,赵半山,1
天镜,陈家洛,41
天镜,大癫,1
天镜,大痴,1
天镜,天虹禅师,2
天镜,周仲英,3
天镜,陆菲青,2
天镜,徐天宏,2
天镜,成璜,2
天镜,白振,8
天镜,霍青桐,2
天镜,章进,1
天镜,方有德,2
天镜,周绮,1
迟玄,白振,10
迟玄,陈家洛,28
迟玄,陆菲青,4
迟玄,赵半山,2
迟玄,皇太后,3
迟玄,李可秀,3
迟玄,李沅芷,1
迟玄,余鱼同,1
迟玄,喀丝丽,2
呼音克,福康安,2
呼音克,白振,18
呼音克,国师,5
国师,呼音克,5
国师,鸠摩智,43
国师,慕容先生,2
国师,本因,2
国师,大轮明王,1
国师,玄慈,12
国师,哲罗星,3
国师,玄生,8
国师,波罗星,2
国师,虚竹,18
国师,童姥,1
国师,玄寂,3
国师,段正淳,3
国师,段誉,1
国师,段公子,2
国师,萧远山,1
国师,萧峰,1
国师,慕容博,1
国师,慕容复,3
国师,洪七公,2
国师,郝大通,1
国师,黄蓉,1
国师,金轮法王,11
国师,霍都,1
国师,杨过,8
国师,小龙女,5
国师,忽必烈,10
国师,尼摩星,13
国师,潇湘子,10
国师,尹克西,3
国师,马光佐,5
国师,耶律齐,2
国师,一灯大师,2
国师,郭襄,3
国师,大头鬼,1
国师,黄药师,1
国师,玉林,4
国师,行痴,1
相国夫人,陈家洛,1
相国夫人,袁枚,1
相国夫人,胡斐,8
相国夫人,任通武,2
相国夫人,汪铁鹗,3
相国夫人,乾隆皇帝,2
相国夫人,福康安,6
王掌柜,石万嗔,2
王掌柜,曾铁鸥,1
吴道通,周牧,17
吴道通,石清,18
吴道通,李大元,1
吴道通,安奉日,4
吴道通,冯振武,1
吴道通,元澄道人,1
吴道通,闵柔,5
吴道通,谢烟客,4
吴道通,白自在,1
周牧,吴道通,17
周牧,矮老者,1
周牧,石清,18
周牧,闵柔,4
周牧,李大元,1
周牧,安奉日,5
周牧,冯振武,4
周牧,元澄道人,4
矮老者,周牧,1
矮老者,郭襄,1
矮老者,张无忌,83
矮老者,鲜于通,4
矮老者,高老者,65
矮老者,何太冲,48
矮老者,班淑娴,36
矮老者,西华子,21
矮老者,周姑娘,1
矮老者,灭绝师太,2
矮老者,执法长老,4
矮老者,阿碧,1
矮老者,阿朱,4
矮老者,王语嫣,1
矮老者,包不同,18
矮老者,风波恶,2
矮老者,诸保昆,3
矮老者,司马林,3
矮老者,姚伯当,3
石清,周牧,18
石清,闵柔,217
石清,吴道通,18
石清,元澄道人,9
石清,冯振武,16
石清,安奉日,35
石清,耿万钟,49
石清,谢烟客,36
石清,王万仞,3
石清,石中玉,30
石清,封万里,17
石清,白万剑,127
石清,花万紫,4
石清,柯万钧,10
石清,白自在,13
石清,丁不三,8
石清,孙万年,1
石清,贝海石,24
石清,石破天,220
石清,丁珰,18
石清,丁不四,11
石清,天虚,28
石清,冲虚,39
石清,照虚,11
石清,灵虚,3
石清,司徒横,2
石清,张三,19
石清,李四,19
石清,杨光,15
石清,范一飞,7
石清,吕正平,3
石清,石嫂,1
石清,成自学,3
石清,齐自勉,2
石清,梁自进,2
石清,梅芳姑,12
石清,梅文馨,2
石清,明月,1
闵柔,周牧,4
闵柔,石清,217
闵柔,安奉日,6
闵柔,元澄道人,1
闵柔,冯振武,1
闵柔,吴道通,5
闵柔,耿万钟,11
闵柔,谢烟客,19
闵柔,石中玉,12
闵柔,封万里,4
闵柔,王万仞,3
闵柔,白万剑,74
闵柔,丁不四,4
闵柔,丁不三,1
闵柔,孙万年,1
闵柔,贝海石,4
闵柔,石破天,163
闵柔,呼延万善,1
闵柔,闻万夫,1
闵柔,白自在,3
闵柔,侍剑,1
闵柔,丁珰,11
闵柔,花万紫,1
闵柔,天虚,3
闵柔,照虚,6
闵柔,冲虚,18
闵柔,灵虚,10
闵柔,杨光,1
闵柔,司徒横,4
闵柔,张三,6
闵柔,李四,5
闵柔,成自学,1
闵柔,齐自勉,1
闵柔,梁自进,1
闵柔,梅芳姑,8
闵柔,梅文馨,1
李大元,周牧,1
李大元,吴道通,1
安奉日,周牧,5
安奉日,冯振武,7
安奉日,元澄道人,4
安奉日,吴道通,4
安奉日,石清,35
安奉日,闵柔,6
安奉日,耿万钟,2
安奉日,王万仞,1
安奉日,石中玉,2
冯振武,周牧,4
冯振武,安奉日,7
冯振武,元澄道人,5
冯振武,吴道通,1
冯振武,石清,16
冯振武,闵柔,1
元澄道人,周牧,4
元澄道人,安奉日,4
元澄道人,冯振武,5
元澄道人,吴道通,1
元澄道人,石清,9
元澄道人,闵柔,1
耿万钟,石清,49
耿万钟,闵柔,11
耿万钟,安奉日,2
耿万钟,谢烟客,11
耿万钟,花万紫,13
耿万钟,王万仞,21
耿万钟,封万里,5
耿万钟,石中玉,5
耿万钟,丁不三,2
耿万钟,柯万钧,13
耿万钟,丁不四,1
耿万钟,白自在,3
耿万钟,老不死,1
耿万钟,石破天,13
耿万钟,白万剑,10
耿万钟,呼延万善,3
耿万钟,闻万夫,2
耿万钟,汪万翼,4
耿万钟,廖自砺,3
耿万钟,成自学,1
耿万钟,齐自勉,1
耿万钟,梁自进,1
谢烟客,石清,36
谢烟客,王万仞,13
谢烟客,闵柔,19
谢烟客,耿万钟,11
谢烟客,花万紫,22
谢烟客,吴道通,4
谢烟客,白自在,9
谢烟客,大悲老人,21
谢烟客,黄面道人,2
谢烟客,丑脸汉子,5
谢烟客,司徒横,2
谢烟客,贝海石,52
谢烟客,米横野,6
谢烟客,侍剑,1
谢烟客,展飞,1
谢烟客,石破天,43
谢烟客,丁珰,7
谢烟客,柯万钧,2
谢烟客,白万剑,13
谢烟客,石中玉,47
谢烟客,丁不四,3
谢烟客,丁不三,1
谢烟客,成自学,4
谢烟客,齐自勉,4
谢烟客,梁自进,2
王万仞,谢烟客,13
王万仞,安奉日,1
王万仞,花万紫,16
王万仞,石清,3
王万仞,耿万钟,21
王万仞,闵柔,3
王万仞,石中玉,1
王万仞,丁不四,2
王万仞,孙万年,1
王万仞,褚万春,1
王万仞,柯万钧,13
王万仞,白自在,1
王万仞,白万剑,13
王万仞,石破天,15
王万仞,闻万夫,4
王万仞,呼延万善,3
王万仞,汪万翼,4
王万仞,廖自砺,2
花万紫,谢烟客,22
花万紫,耿万钟,13
花万紫,王万仞,16
花万紫,石清,4
花万紫,柯万钧,12
花万紫,石中玉,3
花万紫,石破天,47
花万紫,陈冲之,13
花万紫,说不得,2
花万紫,侍剑,3
花万紫,恶贼,1
花万紫,贝海石,14
花万紫,丁珰,7
花万紫,白万剑,6
花万紫,闵柔,1
花万紫,司徒横,1
花万紫,呼延万善,2
花万紫,闻万夫,2
花万紫,汪万翼,3
花万紫,廖自砺,2
石中玉,安奉日,2
石中玉,石清,30
石中玉,闵柔,12
石中玉,白万剑,36
石中玉,耿万钟,5
石中玉,王万仞,1
石中玉,花万紫,3
石中玉,石破天,103
石中玉,谢烟客,47
石中玉,封万里,5
