Source,Target,Weight
玄寂,康广陵,1
玄寂,叶二娘,2
玄寂,邓百川,2
玄寂,公冶乾,2
玄寂,包不同,2
玄寂,风波恶,2
玄寂,段誉,5
玄寂,神山上人,2
玄难,玄寂,30
玄难,玄慈,16
玄难,乔峰,42
玄难,止清,5
玄难,鲍千灵,1
玄难,单正,1
玄难,谭公,2
玄难,谭婆,2
玄难,赵钱孙,2
玄难,阿朱,4
玄难,游骥,1
玄难,游驹,1
玄难,玄苦大师,7
玄难,萧峰,1
玄难,邓百川,33
玄难,玄痛,37
玄难,风波恶,13
玄难,丁春秋,85
玄难,公冶乾,24
玄难,包不同,17
玄难,慧净,5
玄难,游坦之,11
玄难,虚竹,63
玄难,慕容公子,5
玄难,玄苦,11
玄难,薛慕华,11
玄难,康广陵,14
玄难,范百龄,7
玄难,玄难大师,3
玄难,冯阿三,3
玄难,李傀儡,2
玄难,丁老怪,6
玄难,苏星河,29
玄难,段誉,5
玄难,鸠摩智,6
玄难,慕容复,10
玄难,段延庆,13
玄难,王语嫣,3
玄难,叶二娘,1
玄难,慧方,12
玄难,阿紫,4
玄难,小阿紫,1
玄难,无崖子,1
玄难,天山童姥,2
玄难,玄生,2
鲍千灵,乔峰,31
鲍千灵,玄苦大师,2
鲍千灵,恶贼,2
鲍千灵,玄难,1
鲍千灵,玄寂,1
鲍千灵,阿朱,2
鲍千灵,祁六三,2
鲍千灵,乔帮主,1
鲍千灵,游驹,4
鲍千灵,游骥,2
祁六三,鲍千灵,2
祁六三,乔峰,5
游骥,游驹,20
游骥,薛慕华,9
游骥,鲍千灵,2
游骥,乔峰,24
游骥,徐长老,2
游骥,玄寂,1
游骥,玄难,1
游骥,阿朱,1
游骥,游坦之,4
游骥,萧峰,1
游骥,阿紫,1
游驹,游骥,20
游驹,薛慕华,9
游驹,鲍千灵,4
游驹,乔峰,5
游驹,玄寂,1
游驹,玄难,1
游驹,阿朱,1
游驹,游坦之,9
游驹,萧峰,3
游驹,阿紫,2
薛慕华,游骥,9
薛慕华,游驹,9
薛慕华,邓百川,6
薛慕华,虚竹,16
薛慕华,玄难,11
薛慕华,康广陵,22
薛慕华,玄难大师,3
薛慕华,丁春秋,53
薛慕华,包不同,6
薛慕华,吴领军,6
薛慕华,冯阿三,9
薛慕华,李傀儡,5
薛慕华,范百龄,8
薛慕华,风波恶,3
薛慕华,慧净,9
薛慕华,公冶乾,2
薛慕华,游坦之,4
薛慕华,苏星河,11
薛慕华,慕容复,2
薛慕华,王语嫣,2
薛慕华,段誉,1
薛慕华,鸠摩智,1
薛慕华,段延庆,1
薛慕华,恶贼,2
薛慕华,苟读,3
薛慕华,石清露,3
薛慕华,菊剑,4
薛慕华,梅剑,2
谭青,谭公,1
谭青,段延庆,2
谭青,云中鹤,7
谭青,乔峰,6
谭青,宋长老,1
谭青,萧峰,1
谭青,段正淳,1
游坦之,游骥,4
游坦之,游驹,9
游坦之,阿紫,361
游坦之,阿朱,4
游坦之,萧峰,94
游坦之,乔峰,17
游坦之,紫衣,1
游坦之,恶贼,2
游坦之,室里,37
游坦之,耶律洪基,2
游坦之,哑巴,3
游坦之,徐长老,1
游坦之,谭公,1
游坦之,谭婆,1
游坦之,赵钱孙,1
游坦之,马夫人,1
游坦之,白世镜,1
游坦之,乔帮主,1
游坦之,宋长老,12
游坦之,段誉,39
游坦之,全冠清,62
游坦之,天狼子,1
游坦之,阿紫姑娘,17
游坦之,莫大,1
游坦之,丁春秋,140
游坦之,慧净,13
游坦之,风波恶,23
游坦之,玄难,11
游坦之,邓百川,13
游坦之,公冶乾,8
游坦之,包不同,13
游坦之,范百龄,1
游坦之,薛慕华,4
游坦之,康广陵,5
游坦之,虚竹,25
游坦之,段延庆,5
游坦之,苏星河,3
游坦之,慕容复,47
游坦之,鸠摩智,3
游坦之,王语嫣,2
游坦之,叶二娘,1
游坦之,慧方,2
游坦之,褚万里,1
游坦之,玄慈,22
游坦之,庄帮主,11
游坦之,阮星竹,1
游坦之,萧远山,1
游坦之,易大彪,1
游坦之,王姑娘,1
游坦之,钟灵,17
游坦之,丁老怪,1
游坦之,小阿紫,1
游坦之,段公子,2
游坦之,木婉清,1
游坦之,乌老大,9
朴者和尚,阿朱,6
朴者和尚,智光大师,1
朴者和尚,乔峰,5
朴者和尚,萧峰,4
萧峰,乔峰,14
萧峰,阿朱,243
萧峰,徐长老,5
萧峰,朴者和尚,4
萧峰,智光大师,11
萧峰,马夫人,74
萧峰,全冠清,16
萧峰,执法长老,7
萧峰,白世镜,24
萧峰,传功长老,1
萧峰,段正淳,74
萧峰,段誉,136
萧峰,慕容先生,3
萧峰,止清,1
萧峰,玄寂,5
萧峰,玄难,1
萧峰,农夫,17
萧峰,慕容公子,2
萧峰,渔人,8
萧峰,段延庆,16
萧峰,古笃诚,1
萧峰,傅思归,3
萧峰,朱丹臣,12
萧峰,褚万里,8
萧峰,阿紫,460
萧峰,巴天石,27
萧峰,云中鹤,4
萧峰,叶二娘,2
萧峰,岳老三,1
萧峰,谭青,1
萧峰,段王爷,5
萧峰,阮星竹,42
萧峰,范骅,26
萧峰,华赫艮,8
萧峰,乔帮主,11
萧峰,玄苦大师,7
萧峰,阿紫姑娘,5
萧峰,玄慈,15
萧峰,哑巴,3
萧峰,木婉清,24
萧峰,秦红棉,10
萧峰,丁春秋,21
萧峰,出尘子,8
萧峰,摘星子,18
萧峰,许卓诚,12
萧峰,室里,24
萧峰,白熊,1
萧峰,耶律洪基,131
萧峰,皇太后,7
萧峰,耶律莫哥,8
萧峰,莫大,1
萧峰,游驹,3
萧峰,游坦之,94
萧峰,游骥,1
萧峰,玄痛,2
萧峰,公冶乾,7
萧峰,虚竹,83
萧峰,鸠摩智,9
萧峰,天狼子,1
萧峰,庄帮主,9
萧峰,包不同,6
萧峰,风波恶,3
萧峰,慕容复,86
萧峰,邓百川,4
萧峰,丁老怪,3
萧峰,段公子,5
萧峰,崔百泉,1
萧峰,萧远山,34
萧峰,谭公,1
萧峰,谭婆,1
萧峰,玄苦,1
萧峰,慕容博,38
萧峰,易大彪,1
萧峰,王语嫣,6
萧峰,哲罗星,2
萧峰,波罗星,2
萧峰,国师,1
萧峰,慕容少侠,1
萧峰,玄生,1
萧峰,宋长老,1
萧峰,钟灵,10
萧峰,小阿紫,6
萧峰,天山童姥,1
萧峰,梅剑,4
萧峰,木姑娘,8
萧峰,王姑娘,1
萧峰,赫连铁树,2
萧峰,穆贵妃,6
萧峰,少林老僧,1
萧远山,萧峰,34
萧远山,玄苦,3
萧远山,叶二娘,7
萧远山,虚竹,1
萧远山,玄慈,15
萧远山,慕容博,59
萧远山,白世镜,2
萧远山,段王爷,2
萧远山,慕容复,12
萧远山,全冠清,2
萧远山,游坦之,1
萧远山,易大彪,1
萧远山,段誉,1
萧远山,哲罗星,2
萧远山,波罗星,2
萧远山,国师,1
萧远山,鸠摩智,3
萧远山,玄生,1
萧远山,神山上人,1
萧远山,萧居士,3
萧远山,玄苦大师,2
萧远山,慕容少侠,5
阿紫,阿朱,78
阿紫,段正淳,50
阿紫,刀白凤,2
阿紫,木婉清,14
阿紫,秦红棉,13
阿紫,钟万仇,1
阿紫,甘宝宝,1
阿紫,阮星竹,54
阿紫,段延庆,6
阿紫,古笃诚,2
阿紫,傅思归,3
阿紫,朱丹臣,7
阿紫,萧峰,460
阿紫,褚万里,13
阿紫,巴天石,16
阿紫,范骅,8
阿紫,云中鹤,1
阿紫,华赫艮,4
阿紫,段正明,1
阿紫,保定帝,1
阿紫,乔帮主,7
阿紫,马夫人,12
阿紫,白世镜,1
阿紫,乔峰,8
阿紫,摘星子,65
阿紫,出尘子,2
阿紫,谭公,2
阿紫,小阿紫,4
阿紫,室里,41
阿紫,耶律洪基,24
阿紫,皇太后,2
阿紫,游坦之,361
阿紫,游骥,1
阿紫,游驹,2
阿紫,哑巴,1
阿紫,恶贼,1
阿紫,丁春秋,95
阿紫,慧净,1
阿紫,虚竹,26
阿紫,玄难,4
阿紫,慕容复,13
阿紫,全冠清,26
阿紫,慧方,2
阿紫,童姥,1
阿紫,李秋水,1
阿紫,天山童姥,1
阿紫,天狼子,1
阿紫,阿紫姑娘,7
阿紫,玄慈,5
阿紫,紫衣,1
阿紫,庄帮主,10
阿紫,段王爷,1
阿紫,段誉,47
阿紫,钟灵,23
阿紫,王姑娘,10
阿紫,宋长老,10
阿紫,丁老怪,2
阿紫,王语嫣,5
阿紫,段公子,2
阿紫,穆贵妃,19
阿紫,乌老大,2
阮星竹,段正淳,96
阮星竹,刀白凤,10
阮星竹,木婉清,10
阮星竹,秦红棉,66
阮星竹,钟万仇,1
阮星竹,甘宝宝,16
阮星竹,阿紫,54
阮星竹,华赫艮,3
阮星竹,巴天石,5
阮星竹,段延庆,13
阮星竹,褚万里,2
阮星竹,范骅,5
阮星竹,乔帮主,10
阮星竹,萧峰,42
阮星竹,阿朱,21
阮星竹,哑巴,1
阮星竹,段王爷,5
阮星竹,马夫人,6
阮星竹,朱丹臣,6
阮星竹,慕容公子,2
阮星竹,白世镜,1
阮星竹,傅思归,1
阮星竹,全冠清,2
阮星竹,丁春秋,5
阮星竹,游坦之,1
阮星竹,段誉,8
阮星竹,叶二娘,1
阮星竹,慕容复,18
阮星竹,王夫人,18
阮星竹,云中鹤,1
阮星竹,崔百泉,1
阮星竹,过彦之,1
阮星竹,保定帝,2
阮星竹,阿碧,1
阮星竹,钟灵,1
阿紫姑娘,阿朱,3
阿紫姑娘,萧峰,5
阿紫姑娘,游坦之,17
阿紫姑娘,莫大,1
阿紫姑娘,全冠清,1
阿紫姑娘,丁春秋,4
阿紫姑娘,阿紫,7
阿紫姑娘,玄慈,1
阿紫姑娘,庄帮主,1
阿紫姑娘,段公子,1
阿紫姑娘,段誉,1
阿紫姑娘,虚竹,1
阿紫姑娘,乌老大,2
桃红,段正淳,1
桃红,马夫人,1
桃红,渔人,1
桃红,黄蓉,2
桃红,郭靖,2
桃红,韩小莹,1
桃红,万震山,9
桃红,狄云,10
桃红,戚芳,29
桃红,丁典,3
桃红,吴坎,14
桃红,万圭,4
出尘子,萧峰,8
出尘子,乔峰,1
出尘子,摘星子,14
出尘子,阿紫,2
摘星子,阿紫,65
摘星子,巴天石,1
摘星子,云中鹤,1
摘星子,乔峰,4
摘星子,出尘子,14
摘星子,萧峰,18
摘星子,阿朱,1
摘星子,丁春秋,7
小阿紫,阿紫,4
小阿紫,玄难,1
小阿紫,丁春秋,2
小阿紫,萧峰,6
小阿紫,游坦之,1
小阿紫,庄帮主,1
许卓诚,萧峰,12
室里,萧峰,24
室里,阿紫,41
室里,白熊,1
室里,耶律洪基,3
室里,皇太后,2
室里,游坦之,37
耶律洪基,萧峰,131
耶律洪基,阿紫,24
耶律洪基,皇太后,16
耶律洪基,耶律重元,4
耶律洪基,耶律涅鲁古,1
耶律洪基,室里,3
耶律洪基,耶律莫哥,3
耶律洪基,游坦之,2
耶律洪基,太皇太后,1
耶律洪基,农夫,1
耶律洪基,穆贵妃,9
耶律洪基,巴天石,1
耶律洪基,段誉,8
耶律洪基,范骅,3
耶律洪基,虚竹,10
耶律洪基,段公子,1
耶律涅鲁古,耶律重元,2
耶律涅鲁古,耶律洪基,1
耶律重元,耶律涅鲁古,2
耶律重元,耶律洪基,4
耶律莫哥,耶律洪基,3
耶律莫哥,皇太后,3
耶律莫哥,萧峰,8
紫衣,游坦之,1
紫衣,丁春秋,1
紫衣,阿紫,1
紫衣,上官云,1
紫衣,胡斐,5
紫衣,何思豪,2
紫衣,袁紫衣,3
紫衣,蓝秦,4
慧净,游坦之,13
慧净,丁春秋,27
慧净,阿紫,1
慧净,玄难,5
慧净,风波恶,3
慧净,玄痛,3
慧净,邓百川,3
慧净,包不同,3
慧净,薛慕华,9
慧净,虚竹,3
苏星河,段誉,13
苏星河,全冠清,1
苏星河,朱丹臣,2
苏星河,丁春秋,75
苏星河,康广陵,11
苏星河,石清露,3
苏星河,范百龄,6
苏星河,玄难大师,18
苏星河,玄难,29
苏星河,恶贼,3
苏星河,包不同,9
苏星河,段公子,2
苏星河,鸠摩智,7
苏星河,慕容公子,3
苏星河,邓百川,2
苏星河,公冶乾,3
苏星河,风波恶,4
苏星河,慕容复,10
苏星河,云中鹤,2
苏星河,段延庆,14
苏星河,游坦之,3
苏星河,王语嫣,8
苏星河,叶二娘,1
苏星河,虚竹,148
苏星河,薛慕华,11
苏星河,段正淳,2
苏星河,王姑娘,2
苏星河,玄慈,2
苏星河,慧方,5
苏星河,苟读,2
苏星河,吴领军,2
苏星河,冯阿三,2
苏星河,李傀儡,2
苏星河,无崖子,9
苏星河,不平道人,1
苏星河,乌老大,1
苏星河,李秋水,4
苏星河,童姥,5
天狼子,全冠清,3
天狼子,游坦之,1
天狼子,丁春秋,1
天狼子,阿紫,1
天狼子,萧峰,1
虚竹,玄慈,64
虚竹,包不同,26
虚竹,风波恶,4
虚竹,邓百川,11
虚竹,慕容公子,8
虚竹,玄难,63
虚竹,玄痛,12
虚竹,公冶乾,3
虚竹,慧方,25
虚竹,薛慕华,16
虚竹,丁春秋,131
虚竹,康广陵,26
虚竹,游坦之,25
虚竹,慕容复,46
虚竹,段延庆,28
虚竹,段誉,139
虚竹,丁老怪,6
虚竹,苏星河,148
虚竹,鸠摩智,115
虚竹,玄难大师,11
虚竹,莫大,1
虚竹,王语嫣,29
虚竹,段公子,21
虚竹,王姑娘,18
虚竹,恶贼,1
虚竹,范百龄,6
虚竹,慧净,3
虚竹,阿紫,26
虚竹,萧峰,83
虚竹,乌老大,139
虚竹,哑巴,1
虚竹,姥姥,44
虚竹,玄苦,1
虚竹,无崖子,68
虚竹,不平道人,34
虚竹,童姥,648
虚竹,天山童姥,17
虚竹,李秋水,234
虚竹,桑土公,10
虚竹,梦姑,18
虚竹,姑姑,2
虚竹,明月,1
虚竹,余婆婆,11
虚竹,石嫂,12
虚竹,符敏仪,11
虚竹,程青霜,2
虚竹,云岛主,1
虚竹,大苦,1
虚竹,卓不凡,55
虚竹,崔绿华,10
虚竹,菊剑,32
虚竹,哈大霸,29
虚竹,梅剑,29
虚竹,兰剑,17
虚竹,竹剑,10
虚竹,缘根,50
虚竹,神山上人,4
虚竹,天竺僧,1
虚竹,波罗星,8
虚竹,无色,1
虚竹,玄生,7
虚竹,大轮明王,1
虚竹,本因,1
虚竹,国师,18
虚竹,哲罗星,9
虚竹,玄寂,40
虚竹,段正淳,6
虚竹,苟读,2
虚竹,吴领军,2
虚竹,冯阿三,2
虚竹,石清露,2
虚竹,李傀儡,2
虚竹,叶二娘,36
虚竹,萧远山,1
虚竹,钟灵,12
虚竹,巴天石,11
虚竹,朱丹臣,12
虚竹,木姑娘,2
虚竹,木婉清,10
虚竹,阿紫姑娘,1
虚竹,云中鹤,1
虚竹,宗赞王子,2
虚竹,范骅,2
虚竹,耶律洪基,10
虚竹,吴长风,1
虚竹,华赫艮,1
玄痛,邓百川,13
玄痛,玄难,37
玄痛,丁春秋,9
玄痛,公冶乾,10
玄痛,包不同,14
玄痛,风波恶,7
玄痛,慧净,3
玄痛,虚竹,12
玄痛,慧方,3
玄痛,萧峰,2
玄痛,玄苦,2
玄痛,鸠摩智,1
玄痛,玄生,2
玄痛,丁老怪,2
玄痛,玄难大师,1
玄痛,玄慈,1
玄痛,玄寂,1
玄痛,康广陵,1
慧方,虚竹,25
慧方,玄痛,3
慧方,公冶乾,2
慧方,邓百川,2
慧方,玄难,12
慧方,丁春秋,9
慧方,苏星河,5
慧方,游坦之,2
慧方,慕容复,3
慧方,阿紫,2
慧方,乌老大,1
慧方,哑巴,1
慧方,无崖子,1
慧方,玄慈,1
慧方,天山童姥,1
慧方,玄苦,1
慧方,鸠摩智,1
西施,风波恶,1
西施,包不同,2
西施,兰剑,1
西施,竹剑,2
西施,巴天石,3
西施,段公子,3
西施,菊剑,1
西施,段王爷,1
西施,梅剑,1
西施,王姑娘,1
西施,黄蓉,4
西施,郭靖,2
西施,蓉儿,2
西施,范蠡,24
西施,陆无双,4
西施,杨过,4
西施,李莫愁,1
西施,郑旦,1
西施,阿青,7
西施,韦小宝,22
西施,陈圆圆,21
康广陵,玄苦,1
康广陵,包不同,23
康广陵,薛慕华,22
康广陵,玄难,14
康广陵,邓百川,6
康广陵,风波恶,2
康广陵,范百龄,12
康广陵,苏星河,11
康广陵,丁春秋,22
康广陵,石清露,3
康广陵,冯阿三,7
康广陵,李傀儡,5
康广陵,公冶乾,2
康广陵,游坦之,5
康广陵,虚竹,26
康广陵,玄难大师,1
康广陵,段延庆,5
康广陵,慕容复,2
康广陵,鸠摩智,2
康广陵,段誉,2
康广陵,王语嫣,2
康广陵,叶二娘,1
康广陵,苟读,2
康广陵,吴领军,3
康广陵,丁老怪,1
康广陵,菊剑,3
康广陵,玄慈,1
康广陵,玄寂,1
康广陵,玄痛,1
康广陵,阿碧,3
康广陵,慕容公子,1
康广陵,段公子,1
范百龄,包不同,3
范百龄,玄难,7
范百龄,薛慕华,8
范百龄,玄难大师,3
范百龄,冯阿三,8
范百龄,康广陵,12
范百龄,李傀儡,6
范百龄,丁春秋,7
范百龄,邓百川,2
范百龄,公冶乾,2
范百龄,游坦之,1
范百龄,苏星河,6
范百龄,段誉,4
范百龄,恶贼,1
范百龄,鸠摩智,1
范百龄,慕容复,2
范百龄,苟读,3
范百龄,吴领军,3
范百龄,石清露,3
范百龄,虚竹,6
范百龄,段延庆,1
范百龄,王语嫣,1
范百龄,菊剑,1
苟读,包不同,4
苟读,康广陵,2
苟读,苏星河,2
苟读,薛慕华,3
苟读,范百龄,3
苟读,吴领军,3
苟读,冯阿三,3
苟读,李傀儡,3
苟读,石清露,3
苟读,虚竹,2
苟读,丁春秋,3
苟读,菊剑,1
吴领军,薛慕华,6
吴领军,包不同,2
吴领军,康广陵,3
吴领军,苏星河,2
吴领军,范百龄,3
吴领军,苟读,3
吴领军,冯阿三,4
吴领军,李傀儡,3
吴领军,石清露,3
吴领军,丁春秋,4
吴领军,慕容公子,1
吴领军,虚竹,2
吴领军,菊剑,1
冯阿三,薛慕华,9
冯阿三,丁老怪,1
冯阿三,包不同,6
冯阿三,范百龄,8
冯阿三,风波恶,1
冯阿三,丁春秋,5
冯阿三,康广陵,7
冯阿三,玄难,3
冯阿三,李傀儡,4
冯阿三,邓百川,1
冯阿三,公冶乾,1
冯阿三,苏星河,2
冯阿三,苟读,3
冯阿三,吴领军,4
冯阿三,石清露,3
冯阿三,虚竹,2
冯阿三,菊剑,1
李傀儡,薛慕华,5
李傀儡,包不同,8
李傀儡,风波恶,2
李傀儡,邓百川,1
李傀儡,丁春秋,9
李傀儡,范百龄,6
李傀儡,康广陵,5
李傀儡,玄难,2
李傀儡,冯阿三,4
李傀儡,苏星河,2
李傀儡,苟读,3
李傀儡,吴领军,3
李傀儡,石清露,3
李傀儡,虚竹,2
李傀儡,菊剑,1
石清露,康广陵,3
石清露,苏星河,3
石清露,丁春秋,4
石清露,薛慕华,3
石清露,范百龄,3
石清露,苟读,3
石清露,吴领军,3
石清露,冯阿三,3
石清露,李傀儡,3
石清露,虚竹,2
石清露,菊剑,1
桑土公,邓百川,9
桑土公,公冶乾,6
桑土公,王语嫣,3
桑土公,包不同,23
桑土公,慕容复,30
桑土公,洞玄,1
桑土公,乌老大,12
桑土公,风波恶,3
桑土公,不平道人,3
桑土公,虚竹,10
桑土公,童姥,5
桑土公,段誉,3
桑土公,李秋水,2
洞玄,慕容复,1
洞玄,桑土公,1
洞玄,袁承志,54
洞玄,闵子华,50
洞玄,焦公礼,4
洞玄,焦宛儿,15
洞玄,水云道人,6
洞玄,万里风,1
洞玄,程青竹,1
洞玄,五毒教,5
洞玄,何铁手,2
洞玄,李岩,2
端木元,王语嫣,2
端木元,黎夫人,2
端木元,慕容复,1
黎夫人,王语嫣,2
黎夫人,慕容复,1
黎夫人,端木元,2
乌老大,桑土公,12
乌老大,慕容复,60
乌老大,不平道人,57
乌老大,慕容公子,26
乌老大,天山童姥,22
乌老大,邓百川,5
乌老大,包不同,17
乌老大,姥姥,25
乌老大,段公子,16
乌老大,段誉,57
乌老大,王语嫣,23
乌老大,说不得,1
乌老大,童姥,73
乌老大,风波恶,1
乌老大,王姑娘,8
乌老大,哑巴,9
乌老大,虚竹,139
乌老大,慧方,1
乌老大,丁春秋,2
乌老大,无崖子,3
乌老大,苏星河,1
乌老大,莫大,3
乌老大,李秋水,5
乌老大,大苦,1
乌老大,哈大霸,5
乌老大,游坦之,9
乌老大,阿紫,2
乌老大,阿紫姑娘,2
不平道人,乌老大,57
不平道人,桑土公,3
不平道人,慕容公子,18
不平道人,公冶乾,1
不平道人,风波恶,1
不平道人,包不同,16
不平道人,慕容复,19
不平道人,天山童姥,6
不平道人,邓百川,4
不平道人,段公子,7
不平道人,段誉,28
不平道人,王语嫣,9
不平道人,王姑娘,6
不平道人,姥姥,2
不平道人,虚竹,34
不平道人,无崖子,1
不平道人,苏星河,1
不平道人,丁春秋,1
不平道人,童姥,2
不平道人,卓不凡,8
不平道人,崔绿华,4
无崖子,虚竹,68
无崖子,苏星河,9
无崖子,姥姥,2
无崖子,丁春秋,6
无崖子,玄难,1
无崖子,慧方,1
无崖子,不平道人,1
无崖子,乌老大,3
无崖子,童姥,42
无崖子,李秋水,38
无崖子,姑姑,1
无崖子,天山童姥,6
无崖子,段延庆,1
无崖子,鸠摩智,1
李秋水,童姥,253
李秋水,虚竹,234
李秋水,无崖子,38
李秋水,姥姥,3
李秋水,慕容复,2
李秋水,桑土公,2
李秋水,段誉,7
李秋水,乌老大,5
李秋水,丁春秋,3
李秋水,阿紫,1
李秋水,苏星河,4
李秋水,姑姑,3
李秋水,王语嫣,1
李秋水,大苦,2
李秋水,段公子,1
李秋水,天山童姥,4
李秋水,玄慈,1
李秋水,梦姑,2
李秋水,石嫂,1
梦姑,虚竹,18
梦姑,童姥,6
梦姑,钟灵,16
梦姑,段誉,6
梦姑,李秋水,2
梦姑,石嫂,2
余婆婆,虚竹,11
余婆婆,童姥,2
余婆婆,石嫂,5
余婆婆,符敏仪,1
符敏仪,虚竹,11
符敏仪,石嫂,5
符敏仪,余婆婆,1
符敏仪,梅剑,1
程青霜,虚竹,2
云岛主,虚竹,1
云岛主,童姥,2
卓不凡,虚竹,55
卓不凡,童姥,13
卓不凡,王语嫣,13
卓不凡,天山童姥,2
卓不凡,辛双清,1
卓不凡,慕容复,5
卓不凡,段誉,20
卓不凡,王姑娘,3
卓不凡,段公子,4
卓不凡,不平道人,8
卓不凡,崔绿华,22
卓不凡,邓百川,1
崔绿华,卓不凡,22
崔绿华,不平道人,4
崔绿华,虚竹,10
崔绿华,童姥,4
崔绿华,慕容复,1
崔绿华,邓百川,1
梅剑,姥姥,8
梅剑,兰剑,14
梅剑,竹剑,8
梅剑,菊剑,12
梅剑,虚竹,29
梅剑,哈大霸,4
梅剑,童姥,3
梅剑,左子穆,1
梅剑,缘根,1
梅剑,鸠摩智,1
梅剑,薛慕华,2
梅剑,丁春秋,2
梅剑,段延庆,1
梅剑,符敏仪,1
梅剑,段誉,6
梅剑,萧峰,4
梅剑,巴天石,5
梅剑,段公子,11
梅剑,西施,1
梅剑,段王爷,3
梅剑,王姑娘,3
梅剑,木姑娘,7
梅剑,木婉清,2
梅剑,华赫艮,1
梅剑,王语嫣,1
梅剑,朱丹臣,1
兰剑,姥姥,4
兰剑,梅剑,14
兰剑,竹剑,10
兰剑,菊剑,10
兰剑,哈大霸,3
兰剑,虚竹,17
兰剑,段公子,6
兰剑,石嫂,1
兰剑,童姥,1
兰剑,缘根,1
兰剑,西施,1
兰剑,段誉,9
兰剑,慕容公子,1
兰剑,王姑娘,3
兰剑,木姑娘,4
兰剑,木婉清,3
兰剑,梅剑和,1
竹剑,姥姥,2
竹剑,梅剑,8
竹剑,兰剑,10
竹剑,菊剑,14
竹剑,哈大霸,3
竹剑,虚竹,10
竹剑,童姥,1
竹剑,玄慈,1
竹剑,缘根,1
竹剑,段誉,1
竹剑,巴天石,6
竹剑,段公子,12
竹剑,西施,2
竹剑,段王爷,2
竹剑,王姑娘,2
竹剑,木姑娘,4
竹剑,王语嫣,2
竹剑,令狐冲,2
竹剑,仪清,1
菊剑,姥姥,2
菊剑,梅剑,12
菊剑,兰剑,10
菊剑,竹剑,14
菊剑,哈大霸,6
菊剑,虚竹,32
菊剑,石嫂,1
菊剑,童姥,1
菊剑,鸠摩智,7
菊剑,玄慈,1
菊剑,梅剑和,1
菊剑,丁春秋,12
菊剑,康广陵,3
菊剑,范百龄,1
菊剑,苟读,1
菊剑,吴领军,1
菊剑,薛慕华,4
菊剑,冯阿三,1
菊剑,石清露,1
菊剑,李傀儡,1
菊剑,段誉,2
菊剑,巴天石,3
菊剑,段公子,11
菊剑,西施,1
菊剑,段王爷,1
菊剑,王姑娘,1
菊剑,木姑娘,4
菊剑,阿碧,9
菊剑,王语嫣,3
菊剑,慕容公子,3
哈大霸,菊剑,6
哈大霸,虚竹,29
哈大霸,梅剑,4
哈大霸,兰剑,3
哈大霸,竹剑,3
哈大霸,乌老大,5
哈大霸,包不同,3
哈大霸,慕容复,4
缘根,虚竹,50
缘根,梅剑,1
缘根,兰剑,1
缘根,竹剑,1
神山上人,玄慈,19
神山上人,波罗星,12
神山上人,天竺僧,1
神山上人,虚竹,4
神山上人,哲罗星,9
神山上人,简捷,1
神山上人,鸠摩智,10
神山上人,玄生,3
神山上人,萧远山,1
神山上人,慕容博,1
神山上人,慕容复,1
神山上人,玄寂,2
神音,玄慈,1
神音,哲罗星,14
哲罗星,玄慈,14
哲罗星,波罗星,35
哲罗星,莫大,1
哲罗星,玄寂,4
哲罗星,神音,14
哲罗星,神山上人,9
哲罗星,玄生,10
哲罗星,简捷,1
哲罗星,国师,3
哲罗星,鸠摩智,15
哲罗星,虚竹,9
哲罗星,萧远山,2
哲罗星,萧峰,2
哲罗星,慕容博,2
哲罗星,慕容复,1
波罗星,玄慈,45
波罗星,哲罗星,35
波罗星,玄寂,8
波罗星,莫大,2
波罗星,神山上人,12
波罗星,天竺僧,4
波罗星,虚竹,8
波罗星,玄生,14
波罗星,天竺僧人,4
波罗星,国师,2
波罗星,鸠摩智,27
波罗星,大轮明王,4
波罗星,无色,1
波罗星,萧远山,2
波罗星,萧峰,2
波罗星,慕容博,2
波罗星,慕容复,1
波罗星,萧居士,1
波罗星,慕容居士,1
天竺僧,神山上人,1
天竺僧,波罗星,4
天竺僧,虚竹,1
天竺僧,武三通,20
天竺僧,杨过,44
天竺僧,朱子柳,74
天竺僧,莫大,3
天竺僧,郭芙,4
天竺僧,裘千尺,8
天竺僧,公孙止,4
天竺僧,耶律齐,1
天竺僧,黄蓉,25
天竺僧,完颜萍,1
天竺僧,耶律燕,1
天竺僧,李莫愁,23
天竺僧,周伯通,1
天竺僧,小龙女,22
天竺僧,陆无双,1
天竺僧,一灯大师,1
天竺僧,过儿,3
玄生,波罗星,14
玄生,玄慈,8
玄生,天竺僧人,1
玄生,哲罗星,10
玄生,鸠摩智,17
玄生,国师,8
玄生,无色,1
玄生,虚竹,7
玄生,玄寂,4
玄生,丁春秋,1
玄生,玄痛,2
玄生,玄难,2
玄生,丁老怪,1
玄生,玄苦,1
玄生,神山上人,3
玄生,萧远山,1
玄生,慕容博,1
玄生,慕容复,1
玄生,萧峰,1
玄生,段誉,2
天竺僧人,波罗星,4
天竺僧人,玄生,1
天竺僧人,玄慈,1
天竺僧人,瑛姑,2
天竺僧人,郭靖,7
天竺僧人,黄蓉,4
天竺僧人,一灯大师,4
梅剑和,菊剑,1
梅剑和,木婉清,1
梅剑和,兰剑,1
梅剑和,闵子华,22
梅剑和,袁承志,98
梅剑和,刘培生,39
梅剑和,郑起云,7
梅剑和,万里风,4
梅剑和,焦公礼,13
