Id,Label,Count
南兰,南兰,25
商老太,商老太,202
陈禹,陈禹,137
殷仲翔,殷仲翔,52
张总管,张总管,2
孙刚峰,孙刚峰,37
吕小妹,吕小妹,28
胖商人,胖商人,10
瘦商人,瘦商人,10
凤七,凤七,15
俞朝奉,俞朝奉,6
蛇皮张,蛇皮张,6
凤一鸣,凤一鸣,31
邝宝官,邝宝官,1
中年武师,中年武师,8
孙伏虎,孙伏虎,24
尉迟连,尉迟连,21
杨宾,杨宾,27
刘鹤真,刘鹤真,114
蓝秦,蓝秦,34
曹猛,曹猛,2
崔百胜,崔百胜,1
童怀道,童怀道,31
张飞雄,张飞雄,10
慕容景岳,慕容景岳,77
姜铁山,姜铁山,44
薛鹊,薛鹊,71
王铁匠,王铁匠,22
姜小铁,姜小铁,5
汪铁鹗,汪铁鹗,82
曾铁鸥,曾铁鸥,48
秦耐之,秦耐之,52
无青子,无青子,17
大智禅师,大智禅师,17
褚轰,褚轰,3
聂钺,聂钺,19
姬晓峰,姬晓峰,60
蔡威,蔡威,18
张九,张九,23
任通武,任通武,31
汤沛,汤沛,147
海兰弼,海兰弼,33
安提督,安提督,60
黄希节,黄希节,31
欧阳公政,欧阳公政,14
西灵道人,西灵道人,3
文醉翁,文醉翁,13
周隆,周隆,15
郭玉堂,郭玉堂,21
齐伯涛,齐伯涛,5
陈高波,陈高波,5
宗雄,宗雄,33
哈赤大师,哈赤大师,2
倪不大,倪不大,27
倪不小,倪不小,25
桑飞虹,桑飞虹,70
上官铁生,上官铁生,38
刘之余,刘之余,8
李廷豹,李廷豹,17
木文察,木文察,8
石万嗔,石万嗔,101
德布,德布,21
司徒雷,司徒雷,5
周威信,周威信,74
常长风,常长风,19
花剑影,花剑影,14
盖一鸣,盖一鸣,45
任飞燕,任飞燕,51
林玉龙,林玉龙,52
萧半和,萧半和,45
卓天雄,卓天雄,76
袁冠南,袁冠南,82
张妈,张妈,9
杨中慧,杨中慧,4
顾炎武,顾炎武,92
吕葆中,吕葆中,3
吕留良,吕留良,50
吴之荣,吴之荣,174
鳌拜,鳌拜,480
庄允城,庄允城,31
程维藩,程维藩,8
吴六奇,吴六奇,172
吴宝宇,吴宝宇,3
陈近南,陈近南,473
贾老六,贾老六,44
韦春花,韦春花,1
茅十八,茅十八,400
王潭,王潭,10
吴大鹏,吴大鹏,43
史松,史松,30
小桂子,小桂子,355
平威,平威,10
小玄子,小玄子,171
温有道,温有道,19
温有方,温有方,36
桂公公,桂公公,153
杰书,杰书,9
索额图,索额图,228
海大富,海大富,71
蕊初,蕊初,43
玉林,玉林,79
崔瞎子,崔瞎子,20
关安基,关安基,74
李力世,李力世,82
蔡德忠,蔡德忠,20
方大洪,方大洪,6
马超兴,马超兴,75
林永超,林永超,8
李式开,李式开,3
姚必达,姚必达,1
胡德第,胡德第,1
韦香主,韦香主,297
白寒松,白寒松,22
白寒枫,白寒枫,127
樊纲,樊纲,72
玄真道人,玄真道人,2
马博仁,马博仁,15
姚春,姚春,15
雷一啸,雷一啸,8
王武通,王武通,22
徐天川,徐天川,260
苏冈,苏冈,64
卢一峰,卢一峰,41
风际中,风际中,163
吴应熊,吴应熊,290
多隆,多隆,227
神照上人,神照上人,8
郎师傅,郎师傅,2
陶师傅,陶师傅,1
齐元凯,齐元凯,26
杨溢之,杨溢之,110
江百胜,江百胜,4
沐剑屏,沐剑屏,280
方怡,方怡,385
瑞栋,瑞栋,84
劳太监,劳太监,1
张康年,张康年,123
赵齐贤,赵齐贤,83
刘一舟,刘一舟,182
钱老本,钱老本,106
沐剑声,沐剑声,87
柳大洪,柳大洪,86
敖彪,敖彪,52
吴立身,吴立身,188
李西华,李西华,68
柳燕,柳燕,74
陶红英,陶红英,108
邓炳春,邓炳春,9
章老三,章老三,16
庄夫人,庄夫人,26
于八,于八,16
澄光,澄光,120
心溪,心溪,24
巴颜法师,巴颜法师,1
皇甫阁,皇甫阁,56
桑结,桑结,155
行颠,行颠,63
行痴,行痴,107
胖头陀,胖头陀,261
澄心,澄心,46
无根道人,无根道人,53
张淡月,张淡月,19
钟志灵,钟志灵,15
洪安通,洪安通,43
许雪亭,许雪亭,50
殷锦,殷锦,32
苏荃,苏荃,99
陆高轩,陆高轩,149
瘦头陀,瘦头陀,164
建宁公主,建宁公主,80
察尔珠,察尔珠,16
葛通,葛通,5
五符,五符,1
元义方,元义方,38
富春,富春,8
司徒伯雷,司徒伯雷,34
司徒鹤,司徒鹤,28
晦聪禅师,晦聪禅师,10
澄通,澄通,30
净济,净济,30
净清,净清,13
澄识,澄识,10
澄观,澄观,198
葛尔丹,葛尔丹,118
昌齐,昌齐,13
马宝,马宝,7
呼巴音,呼巴音,25
施琅,施琅,296
冯锡范,冯锡范,209
韦爵爷,韦爵爷,78
祁清彪,祁清彪,13
夏国相,夏国相,78
邝天雄,邝天雄,14
胡逸之,胡逸之,49
林兴珠,林兴珠,80
南怀仁,南怀仁,26
汤若望,汤若望,25
黄甫,黄甫,5
云素梅,云素梅,4
苏菲亚,苏菲亚,194
高里津,高里津,16
西奥图三世,西奥图三世,3
巴泰,巴泰,5
卫周祚,卫周祚,2
对喀纳,对喀纳,2
米思翰,米思翰,1
杜立德,杜立德,3
图海道,图海道,4
赵良栋,赵良栋,63
张勇,张勇,61
王进宝,王进宝,84
孙思克,孙思克,40
马佑,马佑,26
慕天颜,慕天颜,44
郑克爽,郑克爽,12
阿济赤,阿济赤,19
彭参将,彭参将,9
洪朝,洪朝,33
路副将,路副将,8
图尔布青,图尔布青,61
华伯斯基,华伯斯基,24
齐洛诺夫,齐洛诺夫,23
佟国纲,佟国纲,43
马喇,马喇,3
阿尔尼,阿尔尼,2
马齐,马齐,3
费要多罗,费要多罗,169
菊芳,菊芳,7
吕毅中,吕毅中,4
舒化龙,舒化龙,13
